Z,M,Group,Date
6.925,1.57,42,7/15/2021
7.5,2.5,42,7/15/2021
6.593,1.59,42,7/20/2021
8.7,2.6,42,7/26/2021
7.097,1.67,42,8/9/2021
8.8,1.9,42,8/9/2021
7.233,1.87,42,8/12/2021
7.158,1.81,42,9/8/2021
6.313,1.67,42,9/19/2021
7.4,2,42,9/21/2021
7.675,2.3,42,9/22/2021
7.029,2.45,42,9/23/2021
7.18,2.03,42,10/5/2021
7.549,2.73,42,10/29/2021
7.529,2.54,42,10/29/2021
7.61,2.14,42,10/29/2021
7.373,2.06,42,11/24/2021
8.3,3.1,42,12/9/2021
7.559,2.09,42,12/16/2021
7.636,2.32,42,1/7/2022
7.617,2.51,42,1/11/2022
6.26,2.08,42,2/16/2022
7.058,1.9,42,2/22/2022
7.096,2.88,42,2/22/2022
8.7,2,42,2/22/2022
7.379,2.08,42,4/17/2022
6.501,2.67,42,4/22/2022
7.332,2,42,4/22/2022
7.276,2.34,42,4/22/2022
7.119,1.93,42,4/23/2022
6.997,2.06,42,4/23/2022
8.093,2.07,42,4/23/2022
6.534,2.47,42,4/23/2022
6.98,2.72,42,5/13/2022
6.723,2,42,5/13/2022
6.8,2.3,42,5/13/2022
6.157,2.07,42,5/15/2022
8.4,2.2,42,5/20/2022
7.351,2.09,42,5/20/2022
7.355,1.93,42,5/20/2022
7.281,2.21,42,5/20/2022
6.627,2.05,42,5/29/2022
7.708,2.28,42,5/30/2022
8.7,2.1,42,6/1/2022
7.851,1.96,42,6/22/2022
7.742,2.33,42,7/1/2022
7.482,2.03,42,7/2/2022
7.772,2.52,42,7/3/2022
7.604,2.2,42,7/3/2022
7.507,2.42,42,7/3/2022
7.86,1.98,42,7/6/2022
9,2.2,42,7/30/2022
9.1,2,42,7/31/2022
9,2.2,42,9/8/2022
7.7,1.9,42,9/19/2022
7.8,1.9,42,9/28/2022
7.3,2,42,10/10/2022
8.4,1.8,42,10/14/2022
8.8,2.2,42,1/14/2023
8.1,2.7,42,1/15/2023
8.6,2.3,42,1/18/2023
9.7,1.8,42,1/23/2023
8.2,2.5,42,1/26/2023
9.6,2.2,42,1/29/2023
8.6,2.1,42,1/31/2023
8.6,2.5,42,1/31/2023
9.3,2.3,42,2/1/2023
9.3,2.4,42,2/1/2023
9.6,2.1,42,2/16/2023
9.1,2.1,42,2/16/2023
8.6,2.3,42,2/19/2023
10.2,2,42,2/26/2023
9.1,2,42,3/17/2023
9,1.3,42,3/28/2023
9.1,1.4,42,3/30/2023
9.1,2.3,42,3/30/2023
9,1.2,42,4/1/2023
9,2.1,42,4/26/2023
9.7,1.8,42,4/27/2023
16.8,1,43,6/26/2019
6.62,1.7,43,10/8/2020
6.208,2.14,43,11/1/2020
4.152,1.61,43,11/11/2020
6.265,2.11,43,1/4/2021
6.369,1.84,43,1/6/2021
6.333,2.58,43,1/6/2021
6.595,2.13,43,1/22/2021
6.582,1.67,43,2/18/2021
6.363,1.47,43,2/19/2021
6.354,2.14,43,4/5/2021
6.926,1.38,43,6/16/2021
6.651,1.46,43,8/4/2021
6.31,1.88,43,8/18/2021
6.857,1.88,43,9/4/2021
6.853,1.79,43,9/4/2021
6.557,2.79,43,9/8/2021
6.387,2.04,43,9/8/2021
6.657,2.24,43,9/8/2021
6.531,1.78,43,9/8/2021
6.422,2.37,43,9/8/2021
6.552,1.92,43,9/8/2021
6.482,2.1,43,9/11/2021
6.62,2.18,43,9/14/2021
6.699,1.83,43,9/16/2021
6.678,1.64,43,9/23/2021
6.649,1.73,43,9/23/2021
6.675,2.1,43,9/23/2021
6.688,2.28,43,9/25/2021
6.707,2.07,43,9/26/2021
7.3,2.4,43,10/1/2021
6.672,2.44,43,10/13/2021
7.4,3.4,43,10/22/2021
6.15,2.72,43,10/23/2021
6.834,2.24,43,10/23/2021
6.552,2.36,43,10/28/2021
6.749,2,43,10/30/2021
7.9,2.2,43,11/10/2021
7.8,2.1,43,11/13/2021
6.948,2.03,43,11/15/2021
6.943,2.2,43,11/20/2021
6.648,2.71,43,11/23/2021
6.754,2.02,43,11/23/2021
7.3,3.1,43,12/3/2021
6.646,2.3,43,12/12/2021
6.708,1.94,43,12/12/2021
6.645,2.58,43,12/13/2021
5.052,2.12,43,12/25/2021
7,2.12,43,1/12/2022
6.623,2.12,43,1/26/2022
6.948,2.23,43,1/29/2022
6.703,2.2,43,3/14/2022
6.386,2.03,43,3/20/2022
6.431,2.25,43,3/26/2022
6.704,2.06,43,3/28/2022
6.919,1.97,43,3/28/2022
3.998,2.39,43,3/31/2022
6.774,2.97,43,4/1/2022
7.155,3.11,43,4/1/2022
6.889,2.45,43,4/26/2022
6.671,2.59,43,5/26/2022
6.72,2.42,43,5/28/2022
6.442,2.3,43,5/29/2022
6.615,2.08,43,5/30/2022
6.116,2.2,43,6/7/2022
7.905,1.78,43,8/6/2022
7.023,1.95,43,8/17/2022
7.4,2.4,43,1/9/2023
7.5,2.2,43,1/10/2023
6.8,1.8,43,2/2/2023
7.5,2.2,43,2/8/2023
5.9,2.4,43,3/6/2023
6.4,1.9,43,3/6/2023
7.1,2.7,43,3/13/2023
7.4,2.2,43,3/14/2023
8.42,1.92,44,7/2/2019
8.3,1.7,44,3/24/2021
6.955,1.73,44,5/14/2021
7.05,1.82,44,6/17/2021
7.049,1.99,44,6/26/2021
7.021,1.86,44,7/1/2021
6.783,1.94,44,7/3/2021
8.247,1.61,44,7/12/2021
8,2.6,44,10/3/2021
7.025,1.88,44,10/9/2021
7.004,1.92,44,10/9/2021
6.872,2.2,44,10/23/2021
6.925,3.08,44,12/8/2021
7.223,2.32,44,12/16/2021
7.507,2.32,44,12/27/2021
7.273,2.01,44,1/6/2022
8.7,2.6,44,1/20/2022
7.213,2.12,44,2/17/2022
7.67,1.99,44,3/5/2022
7.791,1.97,44,3/15/2022
7.759,1.99,44,4/2/2022
7.258,1.92,44,4/7/2022
7.516,2.1,44,4/7/2022
7.222,2.67,44,4/7/2022
7.305,2.2,44,4/14/2022
7.423,2.16,44,5/9/2022
7.558,1.9,44,5/18/2022
7.16,2.06,44,6/6/2022
7.317,2.39,44,6/7/2022
7.32,2.36,44,6/30/2022
7.264,2.27,44,7/2/2022
7.11,2.28,44,7/4/2022
7.45,2.23,44,7/17/2022
7.738,1.96,44,7/19/2022
7.45,2.38,44,7/19/2022
7.512,2.09,44,8/5/2022
7.301,2.11,44,8/8/2022
7.1,2.02,44,8/28/2022
8.8,2,44,9/7/2022
9.1,2.1,44,9/10/2022
8.9,1.9,44,9/25/2022
8.8,2,44,9/26/2022
7.4,2.7,44,9/27/2022
8.9,2.1,44,10/7/2022
8.4,2.1,44,12/1/2022
8.4,2,44,12/1/2022
7.9,2,44,12/14/2022
8.7,2.9,44,12/14/2022
8.3,3,44,12/14/2022
9.4,2.1,44,12/15/2022
8.8,2.2,44,12/19/2022
7.6,2.5,44,12/26/2022
8.3,2.6,44,1/1/2023
8.1,2.5,44,1/13/2023
7.9,2.2,44,1/15/2023
8.9,2.2,44,1/19/2023
8.9,1.9,44,1/19/2023
8.7,2.8,44,2/21/2023
7.9,2.6,44,3/1/2023
7.2,3.4,44,3/13/2023
8.3,2,44,3/18/2023
5.3,1.6,44,3/27/2023
8.2,1.2,44,3/27/2023
8.9,1.2,44,3/28/2023
8,2.2,44,3/29/2023
8.3,1.6,44,4/2/2023
8.2,2.2,44,4/22/2023
8.2,1.9,44,4/24/2023
7.805,1.93,45,12/4/2019
6.605,2.1,45,2/28/2020
6.588,1.83,45,5/24/2020
6.661,2.26,45,8/6/2020
6.805,2.62,45,8/6/2020
6.716,2.46,45,9/10/2020
6.657,3.02,45,9/14/2020
6.571,2.97,45,9/15/2020
6.984,2.38,45,9/15/2020
6.681,2.51,45,10/16/2020
6.701,1.48,45,10/18/2020
6.79,2.03,45,10/18/2020
7.253,1.6,45,11/18/2020
6.621,1.66,45,1/22/2021
6.837,2.22,45,2/2/2021
6.915,1.77,45,2/4/2021
6.417,1.73,45,2/8/2021
6.633,3.88,45,2/8/2021
5.988,1.63,45,2/8/2021
7.803,1.62,45,2/8/2021
6.547,1.8,45,2/27/2021
8.625,1.41,45,3/16/2021
8.6,1.9,45,3/19/2021
6.623,1.9,45,3/19/2021
6.748,2.22,45,3/19/2021
6.87,1.73,45,5/20/2021
7.3,2.8,45,8/1/2021
8.1,2,45,8/20/2021
6.713,1.56,45,8/21/2021
6.094,1.56,45,9/5/2021
8,2.8,45,10/6/2021
7.272,2.16,45,10/13/2021
6.952,2.34,45,11/6/2021
6.803,2.01,45,2/16/2022
8.5,2.3,45,7/17/2022
7.5,2.3,45,2/21/2023
8,1.1,45,3/31/2023
8.779,1.36,46,3/24/2018
6.643,1.85,46,6/1/2020
7.648,1.62,46,5/4/2021
6.686,2.07,46,5/4/2021
6.72,1.5,46,6/7/2021
7.4,1.6,46,6/7/2021
6.743,1.74,46,6/21/2021
6.616,1.62,46,6/22/2021
6.903,1.46,46,6/25/2021
7.006,1.57,46,7/4/2021
6.527,1.75,46,7/10/2021
6.953,1.66,46,7/12/2021
8.576,1.43,46,7/19/2021
6.565,2.06,46,10/9/2021
6.575,2.4,46,11/15/2021
7.689,2.11,46,12/30/2021
6.732,2.38,46,1/15/2022
8,2.6,46,1/16/2022
6.766,2.99,46,1/16/2022
6.799,2.67,46,1/16/2022
8.3,2.5,46,1/20/2022
8.6,2.3,46,1/21/2022
6.622,2.5,46,1/24/2022
6.768,2.26,46,1/26/2022
8.8,2.6,46,1/28/2022
6.617,2.17,46,1/30/2022
6.825,2.02,46,3/1/2022
6.793,2.06,46,5/24/2022
9.1,2.4,46,9/3/2022
9.1,2,46,10/9/2022
8.8,1.7,46,10/23/2022
3.2,2.1,46,10/24/2022
7.9,2.1,46,3/1/2023
7.4,2.7,46,3/14/2023
6.671,1.88,47,12/23/2019
7.089,1.86,47,3/10/2020
5.18,1.98,47,9/7/2020
6.777,2.09,47,9/29/2020
7.522,2.39,47,10/19/2020
6.24,1.52,47,11/30/2020
7.5,2,47,4/16/2021
6.818,1.66,47,5/7/2021
7.027,2.13,47,5/19/2021
6.729,1.81,47,5/22/2021
6.357,2.03,47,5/27/2021
6.317,1.55,47,5/29/2021
8,1.9,47,7/30/2021
8.6,2.1,47,7/30/2021
7.5,1.4,47,7/30/2021
6.756,2.06,47,8/27/2021
6.788,2.02,47,8/27/2021
6.356,2.28,47,1/12/2022
4.512,2.47,47,5/26/2022
8.5,2.5,47,9/1/2022
8.7,2,47,9/2/2022
8.8,2.2,47,9/2/2022
8.6,2.4,47,9/23/2022
8.5,2,47,10/21/2022
8.5,2.1,47,11/10/2022
7.7,2.1,47,12/2/2022
7.9,2,47,12/4/2022
8.4,2.9,47,12/4/2022
8.4,2.5,47,2/21/2023
7.2,3.1,47,2/27/2023
8.9,2,47,3/11/2023
9,1.6,47,3/30/2023
9.3,2.2,47,4/28/2023
5.013,1.5,48,12/10/2018
6.466,1.9,48,10/28/2019
6.456,1.9,48,11/10/2020
6.371,1.95,48,12/2/2020
6.358,1.81,48,12/3/2020
6.38,1.89,48,12/4/2020
6.376,2.64,48,1/27/2021
6.399,1.67,48,2/2/2021
6.762,1.49,48,2/26/2021
6.886,1.57,48,2/26/2021
6.906,1.83,48,3/2/2021
6.913,1.65,48,3/2/2021
6.967,1.95,48,3/5/2021
6.638,1.73,48,3/9/2021
9,2,48,2/23/2022
8.9,1.7,48,5/25/2022
8.9,2,48,3/16/2023
6.723,1.52,49,2/17/2021
6.278,1.64,49,2/20/2021
6.431,1.59,49,2/23/2021
6.429,1.81,49,2/23/2021
6.399,1.99,49,2/23/2021
6.439,1.61,49,2/23/2021
6.371,1.57,49,2/26/2021
6.276,2.11,49,3/6/2021
6.434,1.81,49,3/6/2021
6.25,1.79,49,3/7/2021
6.354,1.64,49,3/17/2021
6.844,1.9,49,5/24/2021
7.3,1.5,49,8/4/2021
7.9,1.9,49,9/30/2021
8.9,2.6,49,9/30/2021
NA,0.431,50,1/19/2015
NA,0.371,50,6/30/2015
NA,1.3,50,6/30/2015
NA,0.734,50,6/30/2015
NA,0.498,50,6/30/2015
NA,0.664,50,6/30/2015
NA,0.35,50,6/30/2015
5.746,1.86,50,6/24/2020
7.7,2.34,50,7/10/2022
7.3,2.6,50,8/9/2022
9.1,1,50,3/27/2023
NA,0.577,51,8/28/2017
NA,0.504,51,9/30/2017
NA,0.9,51,10/1/2017
NA,0.246,51,10/2/2017
NA,0.474,51,10/4/2017
NA,0.704,51,10/9/2017
4.108,2.38,51,12/14/2018
6.266,1.51,51,10/18/2020
6.271,1.9,51,10/18/2020
6.331,1.4,51,10/18/2020
6.28,2.18,51,10/20/2020
6.326,1.49,51,10/21/2020
6.321,2,51,10/30/2020
6.304,1.96,51,11/18/2020
6.397,1.52,51,11/27/2020
6.406,1.77,51,11/27/2020
6.469,1.61,51,3/19/2021
9.2,3.4,51,4/1/2023
8.8,1.2,51,4/2/2023
8.681,1.46,52,12/21/2017
6.578,1.74,52,1/6/2018
9.219,1.42,52,1/7/2018
9.088,1.32,52,1/24/2018
9.635,1.38,52,5/20/2018
5.433,1.68,52,6/10/2018
5.475,1.7,52,6/18/2018
5.403,1.86,52,6/24/2018
5.415,2.61,52,6/26/2018
5.403,1.95,52,6/26/2018
5.123,1.8,52,6/29/2018
5.473,1.42,52,7/1/2018
4.209,1.74,52,7/7/2018
5.512,2.52,52,7/18/2018
5.391,1.92,52,7/19/2018
5.013,1.56,52,7/26/2018
5.628,2.64,52,8/2/2018
5.629,1.85,52,8/18/2018
9.122,1.38,52,9/7/2018
5.522,2.4,52,10/22/2018
5.758,1.57,52,10/23/2018
5.481,2.11,52,10/25/2018
5.546,1.92,52,11/9/2018
5.614,1.78,52,11/10/2018
5.16,1.74,52,11/12/2018
5.989,2.31,52,11/23/2018
5.564,1.9,52,11/23/2018
5.603,1.71,52,11/23/2018
5.519,1.97,52,11/23/2018
5.552,1.61,52,11/23/2018
5.791,1.71,52,11/24/2018
4.133,1.83,52,11/30/2018
6.082,2.25,52,12/1/2018
7.032,2.52,52,12/13/2018
7.572,1.7,52,12/15/2018
7.468,2.1,52,12/15/2018
6.97,1.72,52,12/18/2018
6.138,1.35,52,12/22/2018
6.856,2.05,52,12/23/2018
8.58,2.64,52,12/26/2018
6.155,1.28,52,12/26/2018
5.078,1.89,52,12/26/2018
7.068,2.17,52,12/28/2018
6.236,1.22,52,12/28/2018
5.463,1.56,52,12/30/2018
7.027,2.24,52,12/30/2018
14.551,2.07,52,12/30/2018
5.405,2.03,52,1/8/2019
4.665,1.67,52,1/9/2019
4.09,2.48,52,1/9/2019
6.155,1.75,52,1/13/2019
6.432,1.27,52,1/19/2019
7.133,1.55,52,1/27/2019
6.383,1.61,52,2/1/2019
5.704,1.37,52,2/14/2019
6.22,3.07,52,2/20/2019
5.803,1.79,52,2/20/2019
6.208,1.76,52,3/3/2019
4.177,3.12,52,3/21/2019
6.501,1.8,52,3/22/2019
6.835,1.96,52,4/9/2019
7.124,1.94,52,4/12/2019
5.6,2.37,52,4/30/2019
5.569,1.96,52,5/1/2019
6.601,2.29,52,5/4/2019
5.858,2.31,52,5/6/2019
5.947,1.9,52,5/7/2019
5.633,2.07,52,5/7/2019
5.884,2.54,52,5/7/2019
6.021,2.1,52,5/9/2019
5.815,2.11,52,5/11/2019
6.129,2.44,52,5/11/2019
6.025,1.96,52,5/13/2019
5.517,2.26,52,5/13/2019
5.413,2.22,52,5/13/2019
5.471,1.85,52,5/13/2019
6.025,2.14,52,5/14/2019
6.962,2.14,52,5/15/2019
6.937,2.63,52,5/15/2019
5.506,2.73,52,5/18/2019
5.52,1.97,52,5/18/2019
5.586,1.75,52,5/22/2019
5.419,2.63,52,5/29/2019
5.408,2.03,52,6/14/2019
7.373,1.99,52,6/16/2019
7.216,2.03,52,6/25/2019
5.88,2.39,52,6/28/2019
7.141,2.09,52,8/7/2019
7.045,2.16,52,9/2/2019
6.877,1.9,52,9/12/2019
5.574,2.12,52,12/10/2019
6.124,2.09,52,12/24/2019
6.072,2.16,52,12/26/2019
6.569,3.05,52,12/29/2019
5.927,2,52,1/20/2020
6.314,2.09,52,2/1/2020
6.437,1.91,52,6/25/2020
6.004,2.15,52,6/30/2020
7.253,2.27,52,7/10/2020
6.023,2.43,52,8/31/2020
6.072,2.33,52,8/31/2020
6.138,2.43,52,9/6/2020
6.586,2.39,52,9/6/2020
6.287,2.48,52,9/6/2020
6.155,2.83,52,9/6/2020
6.247,1.8,52,9/6/2020
5.468,2.12,52,9/7/2020
5.446,2.01,52,9/7/2020
6.157,0.82,52,9/8/2020
5.375,2.53,52,9/26/2020
6.117,2.93,52,10/1/2020
6.219,1.87,52,10/1/2020
6.388,1.64,52,10/1/2020
7.237,1.33,52,10/1/2020
6.148,2.17,52,10/5/2020
6.198,1.97,52,10/5/2020
6.085,1.97,52,10/16/2020
7.305,1.88,52,11/1/2020
7.292,1.61,52,11/1/2020
5.306,1.99,52,11/5/2020
7.444,1.91,52,12/1/2020
6.105,1.76,52,12/7/2020
6.007,1.84,52,12/7/2020
6.098,1.99,52,12/8/2020
6.245,2.06,52,12/10/2020
6.212,2.38,52,12/13/2020
7.492,1.77,52,12/17/2020
6.671,1.4,52,12/25/2020
6.491,1.75,52,12/25/2020
6.115,2.02,52,12/31/2020
6.034,2.08,52,12/31/2020
7.419,1.49,52,1/8/2021
5.989,2.3,52,1/15/2021
6.086,1.8,52,1/15/2021
7.401,1.76,52,1/22/2021
6.069,1.99,52,2/4/2021
5.707,1.72,52,2/10/2021
5.514,1.45,52,2/10/2021
5.425,2.43,52,2/13/2021
5.684,2.12,52,2/13/2021
6.085,1.99,52,2/16/2021
6.127,1.75,52,2/17/2021
7.347,1.71,52,2/22/2021
5.437,1.81,52,2/26/2021
5.465,1.78,52,2/26/2021
6.295,2.32,52,3/5/2021
7.458,1.52,52,3/7/2021
6.08,1.95,52,4/7/2021
7.401,1.98,52,4/12/2021
7.486,2.39,52,4/13/2021
7.476,1.44,52,4/14/2021
7.398,1.46,52,4/14/2021
7.37,2.06,52,4/19/2021
7.456,1.33,52,4/19/2021
7.7,1.8,52,4/25/2021
5.928,1.61,52,5/2/2021
7.083,1.49,52,5/3/2021
5.946,1.45,52,5/4/2021
6.532,2.19,52,5/8/2021
6.358,1.89,52,5/8/2021
6.286,1.47,52,5/8/2021
8.2,3,52,5/8/2021
8.489,1.74,52,5/8/2021
8.289,1.77,52,5/8/2021
6.076,1.7,52,5/8/2021
7.902,1.65,52,5/9/2021
7.942,1.51,52,5/9/2021
8.4,3,52,5/9/2021
6.04,1.73,52,5/9/2021
7.3,2.8,52,5/9/2021
5.524,1.79,52,5/9/2021
5.801,1.6,52,5/9/2021
6.636,1.73,52,5/15/2021
7.368,1.7,52,5/22/2021
6.933,1.8,52,5/23/2021
8.2,2.2,52,5/25/2021
7.134,1.6,52,6/1/2021
5.63,2.17,52,6/7/2021
7.455,1.65,52,6/8/2021
7.474,1.54,52,6/8/2021
5.463,1.81,52,7/6/2021
5.837,1.71,52,7/8/2021
6.159,1.64,52,7/9/2021
8.4,2.8,52,7/9/2021
5.996,2.2,52,7/9/2021
7.3,1.7,52,7/10/2021
6.069,2.51,52,7/13/2021
6.102,2.14,52,7/13/2021
7.445,1.57,52,7/17/2021
5.929,1.52,52,7/20/2021
7.38,1.35,52,8/23/2021
7.12,1.6,52,8/27/2021
7.12,1.57,52,9/20/2021
8.5,2.1,52,10/7/2021
8.6,2.2,52,10/7/2021
6.774,1.93,52,10/9/2021
7.057,2,52,10/13/2021
7.3,2.9,52,10/20/2021
7.157,1.99,52,11/2/2021
6.053,2.33,52,11/9/2021
8,2.2,52,11/10/2021
6.114,2.35,52,11/10/2021
7.3,2.4,52,11/10/2021
6.031,1.92,52,11/10/2021
8.4,2.4,52,11/10/2021
6.212,2.56,52,11/10/2021
7.8,3.1,52,11/11/2021
5.474,2.41,52,11/14/2021
8.7,2.8,52,11/22/2021
7.133,2.38,52,1/25/2022
7.182,2.43,52,1/26/2022
8.5,2.6,52,2/19/2022
7,2.4,52,2/23/2022
6.245,2.05,52,3/8/2022
7.88,2.42,52,5/23/2022
6.98,2.42,52,5/24/2022
7.648,2.64,52,5/25/2022
9,2.4,52,6/6/2022
7.7,2.09,52,6/6/2022
5.775,2.14,52,6/21/2022
7.552,2.01,52,7/17/2022
9,2,52,9/9/2022
8.8,1.7,52,9/16/2022
7.3,2.2,52,9/25/2022
8.2,1.6,52,10/23/2022
6.4,2,52,10/27/2022
3.3,1.9,52,12/2/2022
7.3,1.8,52,1/26/2023
8.5,2.3,52,1/27/2023
9.5,2.6,52,2/1/2023
8.4,2,52,2/2/2023
7.4,2.4,52,2/4/2023
8.9,2.1,52,2/4/2023
3.9,2.1,52,2/23/2023
6.1,2.2,52,3/7/2023
7.8,2,52,3/13/2023
8.7,1.9,52,3/14/2023
7.8,3.1,52,3/14/2023
7.6,2.6,52,3/14/2023
8.9,2,52,3/14/2023
7.1,2.1,52,3/14/2023
9.2,2.2,52,3/15/2023
7.2,2,52,3/19/2023
6.5,3.1,52,3/19/2023
7.2,2.6,52,3/19/2023
7.4,1.9,52,3/19/2023
7.2,1.8,52,3/19/2023
7.8,3.3,52,3/26/2023
8.8,1.3,52,3/27/2023
8.4,1.1,52,3/27/2023
8.1,1.6,52,3/31/2023
8.2,1.5,52,4/1/2023
9.1,0.8,52,4/1/2023
7.5,2,52,4/11/2023
10.2,1.3,52,4/19/2023
8.9,2.2,52,4/27/2023
5.307,1.82,53,8/8/2018
3.106,1.5,53,12/25/2018
3.179,1.66,53,2/26/2019
3.35,1.52,53,3/1/2019
4.255,1.54,53,3/2/2019
3.155,1.49,53,3/11/2019
4.133,2.08,53,5/26/2019
6.753,2.3,53,4/27/2020
6.834,2.08,53,5/8/2020
6.754,1.85,53,5/16/2020
7.013,1.85,53,5/18/2020
7.5,2.1,53,5/21/2020
6.317,2.04,53,5/28/2020
5.41,1.48,53,5/28/2020
6.545,2.46,53,6/5/2020
6.824,2.68,53,6/11/2020
6.821,2.01,53,6/11/2020
6.663,2.52,53,6/12/2020
6.689,2.14,53,6/14/2020
6.65,2.49,53,6/14/2020
6.321,1.88,53,6/18/2020
6.693,2.25,53,6/18/2020
6.748,2.18,53,6/19/2020
6.843,1.84,53,6/21/2020
6.693,1.99,53,6/23/2020
6.62,2.18,53,6/26/2020
6.468,2.08,53,7/6/2020
6.583,1.93,53,7/6/2020
6.558,1.97,53,7/6/2020
6.547,1.9,53,7/6/2020
6.772,2,53,7/10/2020
6.789,3.17,53,7/12/2020
6.892,2.31,53,7/13/2020
6.205,2.1,53,7/15/2020
6.194,2.02,53,7/21/2020
6.865,2.06,53,7/22/2020
6.766,2.2,53,7/22/2020
6.2,2.04,53,7/22/2020
6.693,2.04,53,7/22/2020
6.778,1.89,53,7/30/2020
6.792,2.41,53,7/30/2020
6.893,1.96,53,8/2/2020
6.155,2.38,53,8/4/2020
6.236,2.43,53,8/6/2020
6.237,1.87,53,8/7/2020
6.644,2.76,53,8/7/2020
6.814,2.09,53,8/11/2020
6.911,2.25,53,8/11/2020
6.206,2.24,53,8/12/2020
6.245,2.4,53,8/16/2020
6.311,2.4,53,8/16/2020
6.306,2.76,53,9/4/2020
6.435,1.86,53,9/6/2020
6.64,3.14,53,9/7/2020
6.638,2.86,53,9/7/2020
6.632,2.06,53,9/7/2020
6.189,1.98,53,9/8/2020
6.634,2.42,53,9/11/2020
6.971,1.99,53,9/12/2020
6.44,1.91,53,9/12/2020
6.411,2.06,53,9/13/2020
6.582,2.4,53,9/20/2020
6.565,2.01,53,9/21/2020
6.672,2.66,53,9/22/2020
6.73,2.02,53,9/23/2020
6.752,2.56,53,9/24/2020
6.816,2.07,53,9/24/2020
6.641,1.76,53,9/25/2020
6.446,1.98,53,9/26/2020
6.877,2.27,53,9/29/2020
6.266,2,53,9/29/2020
7.095,1.46,53,10/1/2020
4.752,1.71,53,10/2/2020
7.1,2.08,53,10/2/2020
6.221,2.6,53,10/3/2020
6.658,2.01,53,10/3/2020
7.063,2.05,53,10/4/2020
6.383,1.96,53,10/13/2020
6.178,1.91,53,10/14/2020
6.193,1.74,53,10/15/2020
6.232,1.55,53,10/16/2020
6.468,1.88,53,10/18/2020
6.494,2.07,53,10/18/2020
6.666,2.03,53,10/18/2020
6.438,1.6,53,10/18/2020
7.554,1.48,53,10/18/2020
6.165,1.84,53,10/23/2020
6.189,2.25,53,10/24/2020
6.315,1.52,53,10/24/2020
7.039,1.67,53,10/26/2020
6.458,2,53,10/26/2020
6.484,3.13,53,11/1/2020
6.253,2.39,53,11/1/2020
6.414,1.42,53,11/1/2020
6.635,1.98,53,11/1/2020
6.195,2.74,53,11/4/2020
6.162,2.94,53,11/4/2020
6.229,1.43,53,11/4/2020
6.172,2.09,53,11/4/2020
6.265,2.02,53,11/6/2020
6.501,1.64,53,11/6/2020
6.706,1.66,53,11/7/2020
6.798,1.86,53,11/8/2020
6.365,1.63,53,11/11/2020
6.776,1.62,53,11/12/2020
6.262,1.67,53,11/12/2020
6.244,1.49,53,11/13/2020
6.26,1.38,53,11/13/2020
6.309,2.09,53,11/14/2020
7.14,1.84,53,11/14/2020
7.053,1.53,53,11/17/2020
6.862,1.9,53,11/17/2020
6.969,1.51,53,11/17/2020
6.874,1.86,53,11/17/2020
6.759,1.81,53,11/18/2020
6.796,2.19,53,11/18/2020
6.964,1.6,53,11/18/2020
5.989,1.39,53,11/19/2020
7.003,1.67,53,11/19/2020
6.805,1.65,53,11/22/2020
6.054,1.12,53,11/22/2020
6.999,2.25,53,11/22/2020
6.704,1.64,53,11/22/2020
6.802,2.49,53,11/22/2020
6.83,1.6,53,11/22/2020
6.717,2.17,53,11/23/2020
6.808,1.52,53,11/23/2020
6.813,1.7,53,11/24/2020
7.103,2,53,11/26/2020
6.706,1.89,53,11/28/2020
6.676,1.82,53,11/29/2020
6.263,1.62,53,11/29/2020
6.614,2.14,53,11/29/2020
6.802,1.28,53,12/2/2020
6.307,1.76,53,12/6/2020
5.403,1.83,53,12/8/2020
6.218,1.9,53,12/8/2020
6.576,1.92,53,12/9/2020
6.568,1.68,53,12/9/2020
6.965,1.82,53,12/11/2020
6.956,2.06,53,12/11/2020
6.77,1.74,53,12/12/2020
6.283,1.76,53,12/13/2020
6.354,2.18,53,12/15/2020
6.194,1.84,53,12/16/2020
6.276,1.68,53,12/22/2020
6.267,1.67,53,12/23/2020
6.26,1.43,53,12/23/2020
6.128,2.46,53,12/23/2020
6.157,1.38,53,12/23/2020
6.918,1.78,53,12/24/2020
6.808,2.3,53,12/29/2020
6.626,1.69,53,12/30/2020
5.946,1.69,53,12/31/2020
6.966,1.95,53,1/1/2021
7.12,1.5,53,1/1/2021
6.883,1.88,53,1/2/2021
6.226,1.7,53,1/3/2021
6.154,1.99,53,1/5/2021
6.296,2.01,53,1/5/2021
7.166,1.58,53,1/8/2021
6.138,1.63,53,1/9/2021
6.776,1.89,53,1/9/2021
6.169,1.66,53,1/10/2021
6.199,2.48,53,1/10/2021
6.276,1.9,53,1/11/2021
6.317,2.24,53,1/13/2021
6.182,2.11,53,1/15/2021
6.66,1.75,53,1/17/2021
6.991,1.47,53,1/18/2021
7.03,1.64,53,1/19/2021
7.07,2.04,53,1/19/2021
7.171,1.88,53,1/20/2021
7.366,1.49,53,1/21/2021
7.559,1.73,53,1/22/2021
7.565,1.58,53,1/22/2021
7.836,1.47,53,1/22/2021
7.796,1.55,53,1/23/2021
7.089,2.03,53,1/23/2021
6.758,1.66,53,1/30/2021
6.77,1.87,53,1/30/2021
6.805,1.76,53,1/30/2021
7.941,1.77,53,1/30/2021
7.93,1.64,53,2/1/2021
6.363,1.74,53,2/1/2021
6.159,1.37,53,2/7/2021
